player_id,hand,dob,ioc,height,wikidata_id,name
100429,R,19560418.0,ESP,,Q6844679,Miguel Mir
100430,R,19560421.0,AUS,183.0,Q5232213,David Carter
100431,R,19560426.0,IRI,178.0,Q564631,Mansour Bahrami
100432,R,19560502.0,CAN,175.0,,Robert Bettauer
100433,R,19560513.0,NED,,,Fritz Don
100434,R,19560520.0,CZE,190.0,Q957327,Tomas Smid
100435,R,19560531.0,FRA,183.0,,Regis Brunet
100436,L,19560605.0,USA,180.0,Q11738414,Nick Saviano
100437,R,19560606.0,SWE,180.0,Q104506,Bjorn Borg
100438,R,19560606.0,ARG,175.0,Q5042117,Carlos Gattiker
100439,R,19560627.0,USA,,Q84893874,Mike Barr
100440,R,19560703.0,RSA,190.0,Q5336001,Eddie Edwards
100441,R,19560703.0,USA,185.0,,Mark Darby
100442,R,19560708.0,ITA,,Q55281100,Gianni Marchetti
100443,L,19560830.0,FRA,183.0,Q2966243,Christophe Freyss
100444,R,19560904.0,GER,,Q215117,Werner Zirngibl
100445,R,19560905.0,USA,188.0,Q53408,Steve Denton
100446,R,19560919.0,USA,188.0,Q3106867,John Sadri
100447,R,19560923.0,CHI,190.0,Q6300611,Juan Nunez
100448,R,19560925.0,USA,180.0,Q30019877,Bruce Foxworth
100449,R,19561011.0,CZE,170.0,Q3496726,Stanislav Birner
100450,R,19561020.0,FIN,178.0,Q13546,Leo Palin
100451,R,19561029.0,USA,,Q7822469,Tony Graham
100452,R,19561113.0,USA,185.0,Q2760380,Bill Scanlon
